doc_id,book_num,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,translator,book_title,title
100,1,-0.1620855215743922,-0.06831144856247487,0.07295170036096112,-0.005737172849820877,0.014305262839890602,0.023532893742474977,0.0284379304570168,-0.028606485807287814,-0.0590970765683377,-0.0006337192657694921,Butler,"The Iliad, by Homer
","100, ch 1"
100,2,-0.1516943972878793,-0.11346776582135416,0.04997782687002472,-0.15866524598945275,-0.10060047260683395,0.07297380844336065,-0.06233214826907362,0.14133801425674997,0.32527220801509765,0.08640796679328908,Butler,"The Iliad, by Homer
","100, ch 2"
100,3,-0.1845141451679916,-0.1823738124970403,-0.010780219519899756,-0.028680897712793484,-0.017984538588030775,-0.024190446099938926,0.057629985602203504,-0.04845022746514482,-0.005163596307609865,-0.06178381892575455,Butler,"The Iliad, by Homer
","100, ch 3"
100,4,-0.1972945382869178,-0.2914198379123412,-0.0030114991606084523,0.010835569893548447,0.02842449470446753,-0.07554680752216172,0.03382018686788487,-0.09182049763264043,-0.05739981962164467,-0.05295223250090776,Butler,"The Iliad, by Homer
","100, ch 4"
100,5,-0.19469484057984146,-0.10731395490607129,-0.016374324679376356,-0.10708932118560176,-0.03719054429959686,0.1675270174394956,0.11315230989016369,-0.2306244593490508,-0.020844812204521133,0.168905238767062,Butler,"The Iliad, by Homer
","100, ch 5"
100,6,-0.21459189559061187,-0.1414014206941432,0.1917623668142591,-0.3262533291572667,-0.45826838865669917,-0.014204067252462742,0.011624181539047491,0.230262226420761,-0.05893377334897058,-0.140163686914164,Butler,"The Iliad, by Homer
","100, ch 6"
100,7,-0.17041951432895383,-0.19426662446500448,0.0035451100631579387,0.0046990702204951044,-0.061923593796112564,-0.07136670538094174,0.06480840667777948,-0.02792596149793885,-0.017321009381473157,-0.07801213308003943,Butler,"The Iliad, by Homer
","100, ch 7"
100,8,-0.1510692277269785,-0.046776217622951366,0.03139429083764954,-0.09378383730230526,-0.1131024267500724,0.04851153153859975,0.09504731095754403,-0.08648051225287111,-0.18751427079915992,0.005741196016532623,Butler,"The Iliad, by Homer
","100, ch 8"
100,9,-0.17589804012131566,-0.08716169558704333,0.021345692929353042,0.010651296339614142,0.0042686257163097345,0.008460365078357894,0.03552834491343566,0.06442354700567665,0.2161206614742508,-0.040390741575397605,Butler,"The Iliad, by Homer
","100, ch 9"
100,10,-0.2214999974356436,-0.21624397023200473,-0.046457734836193594,0.04237274745872978,0.038790080134167085,-0.10791776016002855,-0.020667896332075122,-0.061867751664228754,0.09936040007959317,-0.02409087053463579,Butler,"The Iliad, by Homer
","100, ch 10"
100,11,-0.1975371905496099,-0.26006800666541113,-0.04223418583812279,0.12672462320306915,0.1353126042143532,-0.00036661182922960076,-0.038825563119927485,-0.025651963475993182,0.019351912689191633,-0.08370264170732135,Butler,"The Iliad, by Homer
","100, ch 11"
100,12,-0.20684173177089213,-0.2865041952508117,0.0014607312387088884,0.07282849567826238,-0.0068081084417149825,0.026297748830899404,0.009311255097400556,-0.05951810965863137,-0.015184341390764878,0.011728825129544977,Butler,"The Iliad, by Homer
","100, ch 12"
100,13,-0.1728416133936065,-0.14301202177304217,0.000506533452095695,0.021382739872153757,-0.0019089702779841572,0.04990920952010259,0.008556990895806142,-0.0813904144542747,0.018631081636417215,0.06965176027752162,Butler,"The Iliad, by Homer
","100, ch 13"
100,14,-0.1983236459622189,-0.21126484955267788,-0.015725386813046704,0.015818127403037435,0.030845385076374722,-0.0927819811995656,0.006536909870542874,-0.05160967573028649,-0.04716184357817074,-0.029510592380783417,Butler,"The Iliad, by Homer
","100, ch 14"
100,15,-0.1947437133531002,-0.2255249055111077,-0.03029723174070918,0.07663754963048686,0.01821695421163048,-0.0022079798697056553,-0.030123984644455346,-0.0498770238342689,-0.0029449067188260106,0.011311272801090885,Butler,"The Iliad, by Homer
","100, ch 15"
100,16,-0.18323868512718813,-0.27273054927300694,-0.07347640814898095,0.06903674685326515,0.10973823042252329,-0.044786839811286124,0.05727399522262612,-0.14856227099631802,-0.040332686641008905,-0.09453689885264985,Butler,"The Iliad, by Homer
","100, ch 16"
100,17,-0.1763503271377336,-0.18343247520972092,0.019101083917648108,0.13549532922323773,0.1050466063424507,0.08430833060772405,-0.3257232756698237,0.11382728079728485,-0.3753305817913475,0.09757163983722397,Butler,"The Iliad, by Homer
","100, ch 17"
200,1,-0.15883051687376923,0.1705326947313605,-0.07507931058289505,-0.09685931312500635,0.17545135862698477,0.05664572628708617,-0.03285918969005721,-0.01715680927210228,-0.07593781160308398,0.062287179572759796,Butler,"The Odyssey, by Homer
","200, ch 1"
200,2,-0.17230061697820578,0.14035198787579584,0.14612913002965391,-0.12780765778855613,0.0889241752509481,0.1227407171613784,0.09079913406101534,0.07449314459759508,-0.03420043450672591,-0.12327497835572584,Butler,"The Odyssey, by Homer
","200, ch 2"
200,3,-0.18159586442774,0.09427049693025583,-0.0030132804924328594,0.045033759337989185,0.07178539741861181,0.031236149870367814,0.024652961966074957,-0.03941979610253883,-0.018653847945505262,0.046557169511743504,Butler,"The Odyssey, by Homer
","200, ch 3"
200,4,-0.13425650572362766,0.18723770541090662,0.21381099175760018,0.35247049291792676,0.09721674002180766,0.10588268047087702,-0.1562852936439492,0.2565527189952367,0.15847143899023305,-0.16249905482948002,Butler,"The Odyssey, by Homer
","200, ch 4"
200,5,-0.15568042705389995,0.22193932233680072,0.4299665355340263,0.11411625136088069,-0.04794630611517964,-0.5386298124450254,0.10626309584843639,-0.11231817330943056,-0.14676800088765732,0.1306110260362972,Butler,"The Odyssey, by Homer
","200, ch 5"
200,6,-0.15714889496301787,0.10166576879712512,0.08936407564417859,0.05537594932375421,0.03670890667344383,0.0564841915069055,-0.10664142712267402,0.15728390141191023,-0.06439188688862404,0.10877300995575702,Butler,"The Odyssey, by Homer
","200, ch 6"
200,7,-0.16867198295852512,0.0656444530657367,0.021218603676998675,-0.00391479827822,0.044931810369737854,0.058787873999016374,0.006988455182054618,-0.021959586914426635,-0.04243979030378525,0.0780882916665251,Butler,"The Odyssey, by Homer
","200, ch 7"
200,8,-0.1470813061765079,0.03386738379053759,0.011081326328471202,-0.007559621467820944,-0.0794533662692649,0.17067097413770627,0.038285640097489124,-0.05074043863594216,-0.0498849816629408,0.10253699743698541,Butler,"The Odyssey, by Homer
","200, ch 8"
200,9,-0.13501484036133526,0.07361072488075797,0.021968182010075017,-0.027792157251231887,0.041776675732676155,0.00907315967687736,-0.06686440723516168,0.05118515850455256,0.030585123177480973,0.045782194084987106,Butler,"The Odyssey, by Homer
","200, ch 9"
200,10,-0.17696014130429313,0.1447738976934043,0.05200610783375253,-0.00820281328965679,-0.061981347511982664,0.11433004861289017,0.029279539074712972,0.0476681789607996,-0.0566053016928306,0.05969233782218466,Butler,"The Odyssey, by Homer
","200, ch 10"
200,11,-0.14355363916923133,0.10050173247077131,-0.029659415367541807,-0.05761580742059172,0.10670092081426832,0.06300094794883246,0.06282812184147335,-0.01679284138197144,-0.06449671063878565,-0.06415459252872133,Butler,"The Odyssey, by Homer
","200, ch 11"
200,12,-0.19842250044102944,0.1874194732752346,0.15118378811798683,-0.2419872587703871,0.24243845262317706,0.15682968931685948,0.1633856818978336,-0.15824198787702232,0.11813771515846114,0.07379567802529303,Butler,"The Odyssey, by Homer
","200, ch 12"
200,13,-0.1959674548751791,0.2274173821552284,-0.4512895313133316,0.026620123914688466,-0.21117773959356892,-0.07177971979247465,-0.04753252422100385,0.089261328521649,-0.16726300220793633,-0.15101414928707912,Butler,"The Odyssey, by Homer
","200, ch 13"
200,14,-0.19408628246633833,0.15803969259336206,-0.09558757172671391,-0.005295157380633367,0.15550447439601436,0.0064960601164450234,0.029078130756710247,0.01116260197854243,-0.026875521952882498,0.021422085352829634,Butler,"The Odyssey, by Homer
","200, ch 14"
200,15,-0.16530030892758918,0.15717169255895588,-0.1874628186476885,0.04443526428101261,0.04828345027029033,-0.2256897298937607,0.04743241848742883,0.0328522057416834,0.2138875753875407,0.016820497014600692,Butler,"The Odyssey, by Homer
","200, ch 15"
200,16,-0.17628399411622334,0.18604851058302152,-0.1203169264471434,-0.02842256518565901,-0.03471520116505965,-0.036660497802345524,0.0035015155180525876,0.04036834567047745,-0.10948068442615647,0.14071850161600144,Butler,"The Odyssey, by Homer
","200, ch 16"
200,17,-0.1658020654603039,0.16991151910843774,-0.11798115007613476,-0.07168344344559183,0.14668634198689662,-0.09193641496224382,0.2365504471032457,0.005601920891872424,-0.07363932484843105,-0.4425461584859383,Butler,"The Odyssey, by Homer
","200, ch 17"
200,18,-0.1721727642898445,0.0855036827348482,-0.20389591526999293,-0.19997922844002997,0.028947592099714276,-0.14325885457527698,-0.06656178665072345,0.06443859381734833,-0.04684277138362796,0.26999131551757394,Butler,"The Odyssey, by Homer
","200, ch 18"
200,19,-0.19092232586452765,-0.012591911492378859,-0.19083149929337012,0.021170130651919476,-0.06929754990791515,-0.18760909779264315,-0.0943942104605593,-0.024073358422827075,0.29342883174431234,0.14775730914973068,Butler,"The Odyssey, by Homer
","200, ch 19"
200,20,-0.1945303898462989,0.2223314559113846,-0.05021538851519341,0.4322237553735013,-0.3648237831293095,0.21668568270877556,0.22701505977266548,-0.22905363892899563,0.03430059411543958,0.055542912694012826,Butler,"The Odyssey, by Homer
","200, ch 20"
200,21,-0.08237244849461081,0.04068716909127986,-0.024974573178889875,-0.011534702447508151,0.005049277225235348,0.000995703129644858,0.009928123271846098,-0.010056145562116592,-0.026210945707502067,0.0074260829135834525,Butler,"The Odyssey, by Homer
","200, ch 21"
300,1,0.1634649222077039,-0.017768875158530706,-0.026509119177548005,-0.009359970877911803,-0.008264321559578264,0.003907521425304407,0.03472828759593263,0.0059424512319575795,0.010432632583792123,0.012326754696621684,Chapman,"The Iliads of Homer, by Homer
","300, ch 1"
300,2,0.15176070174725548,-0.04442117957185302,-0.009606324937736655,-0.0024049164794203576,-0.008641157059362824,0.014375074557682582,0.031024692060813326,-0.014195198367633445,-0.009701744095884268,-0.0005250884374023816,Chapman,"The Iliads of Homer, by Homer
","300, ch 2"
300,3,0.15296803579568774,-0.04007868609429665,0.004234382088062582,0.017332709254640255,-0.016148514347638362,0.03739721036576561,0.07173398179615252,0.0653609869149229,0.017910024393490622,0.050823557950564695,Chapman,"The Iliads of Homer, by Homer
","300, ch 3"
300,4,0.1503745217110492,-0.06451591915654517,-0.0001064323069843616,0.026394007661051204,0.01537044740887431,-0.014003065795008547,0.11549896314103893,0.05231878842603094,0.010464503643785544,0.0334418542867719,Chapman,"The Iliads of Homer, by Homer
","300, ch 4"
300,5,0.19461509266595722,-0.07719937860939916,-0.03559434474192274,0.041356532420669646,0.010691413844997852,-0.007017346338487633,0.11283126379230582,0.06014889705419738,-0.01760441976515541,0.06003399437756148,Chapman,"The Iliads of Homer, by Homer
","300, ch 5"
300,6,0.16620396987754857,-0.03238092036364422,0.0021105268848767957,-0.024216619307183912,-0.008976197971005493,0.011141047860850326,0.07913867136629243,0.027055058249724706,-0.00570014587432063,-0.005616277324326859,Chapman,"The Iliads of Homer, by Homer
","300, ch 6"
300,7,0.16113393439558363,-0.06987705045455694,-0.02300692969591557,0.023422974502060975,0.02940967598083122,-0.006638951984977697,0.1197513368658344,0.08890756209412908,-0.005614396815337823,0.032181298826162906,Chapman,"The Iliads of Homer, by Homer
","300, ch 7"
300,8,0.14972505695300825,-0.008919669376093044,-0.011132573944931863,-0.006184871676169832,-0.011243040294266706,0.018188658497379863,0.06866563732709381,0.010009493341040027,-0.03873694694828509,0.03762254639072552,Chapman,"The Iliads of Homer, by Homer
","300, ch 8"
300,9,0.1390493320442692,-0.04442889073263947,-0.022847890871162395,0.03888644981417981,0.0027587828828661495,0.0066259641353804384,0.04182332681685255,0.07943716946030306,0.004485497094818071,-0.010142171380125175,Chapman,"The Iliads of Homer, by Homer
","300, ch 9"
300,10,0.1602967152043226,-0.07611372579689915,-0.011598417915306558,0.019803889631081255,0.020181081162287482,-0.009909317027854277,0.07332910542734061,0.06130030006758253,0.0014503574807204964,0.00979563339074919,Chapman,"The Iliads of Homer, by Homer
","300, ch 10"
300,11,0.15517912047495924,-0.0743760851682788,-0.039180928754105435,0.054414802535484294,0.012978809878303917,-0.0033746353049551887,0.12771925670398762,0.18824041150406817,-0.06551896858075407,0.03156039624264165,Chapman,"The Iliads of Homer, by Homer
","300, ch 11"
300,12,0.19848749302244204,-0.09810087485912503,-0.03786793019473261,0.03405890239605541,0.01793622855882315,-0.007341105798894955,0.17274489295126055,0.1265302893642405,-0.015292407297422964,0.0731489624819837,Chapman,"The Iliads of Homer, by Homer
","300, ch 12"
300,13,0.16867621162483784,-0.04203245776111786,0.011807573418855489,0.015564451571702336,0.004813719325965508,-0.013664442544329606,0.08089874466200854,0.05400692403523793,-0.008451439261670702,0.021289364090820644,Chapman,"The Iliads of Homer, by Homer
","300, ch 13"
300,14,0.19865256360747519,-0.07281740185972883,-0.03986688166998666,0.04301692551969861,0.019551222164379,-0.01787789818401247,0.15904814350866162,0.059042239329803986,-0.046337511137723296,0.09138914981051961,Chapman,"The Iliads of Homer, by Homer
","300, ch 14"
300,15,0.17941439971351103,-0.06797749307054232,-0.052124937223381816,0.02598748195542494,0.03898663722332107,0.0004950747010917138,0.12921843598207203,0.08333435350795529,-0.04713719810785322,0.06389034120517847,Chapman,"The Iliads of Homer, by Homer
","300, ch 15"
300,16,0.16267667907713182,-0.09378836866305497,-0.035770753522131424,0.017930540731279417,0.05465032656739158,0.0029797077675453444,0.14148243730623605,0.05302805949042138,-0.028988711252012238,0.05214276944260427,Chapman,"The Iliads of Homer, by Homer
","300, ch 16"
300,17,0.16637747945097225,-0.021950170027546966,0.006166307599497217,0.024087595342059384,0.04133229390454528,-0.0033081030596587534,0.03514055369117656,0.002359000920832413,-0.010627710401465077,0.04006749650981704,Chapman,"The Iliads of Homer, by Homer
","300, ch 17"
300,18,0.16565949880127373,-0.02651483088947167,-0.006561157415915615,0.009580425698899126,0.0446322897705784,-0.042610928681608984,0.11268568428644131,0.0004398848271716031,-0.05033270266916874,0.07106774156272375,Chapman,"The Iliads of Homer, by Homer
","300, ch 18"
300,19,0.1856808618015383,-0.039930645082060144,-0.027883981982292888,0.01373645074870628,0.012134591377894395,0.0017670406412501594,0.07539565136461227,0.0419144603226296,-0.03481184592265213,0.040368000780295066,Chapman,"The Iliads of Homer, by Homer
","300, ch 19"
400,1,0.15774373415990955,0.02082071088824469,0.008368571001795227,-0.02839591792049799,-0.004882295640866137,0.032151862978702955,-0.07271846468216342,-0.07694185039478235,0.009729581755038933,-0.05079961661200817,Chapman,"The Odysseys of Homer, by Homer
","400, ch 1"
400,2,0.19161391142083556,0.042743300035822836,-0.03284470598347143,-0.058984949735190945,-0.030539083594153783,0.06223348613918255,-0.13327875174372764,-0.1463416374822008,0.021063959139141247,-0.09171638892159632,Chapman,"The Odysseys of Homer, by Homer
","400, ch 2"
400,3,0.17341983063387098,0.02588642155021044,0.04506201782490256,-0.03398614556811354,-0.041007449389394685,0.00917876245148317,-0.09380005484619801,-0.08491048858679986,0.04408809455147232,-0.06262898136573886,Chapman,"The Odysseys of Homer, by Homer
","400, ch 3"
400,4,0.1682335480125709,0.02953924938843367,0.01043116071121485,-0.003461249124994227,-0.01337190535835667,-0.001246565419702443,-0.040265379612402945,-0.07026084508051843,-0.010885215305385332,-0.006985378151419037,Chapman,"The Odysseys of Homer, by Homer
","400, ch 4"
400,5,0.16504519390282443,-0.00022026459169248696,0.009367766257878853,0.017594897270083933,0.015023893904970996,-0.04319856910340663,-0.048785408897451144,-0.10057290877583529,0.03541812795429471,0.002078860811049799,Chapman,"The Odysseys of Homer, by Homer
","400, ch 5"
400,6,0.13687556397070935,0.02692622365698986,0.04362163733507692,0.03200297893300916,-0.007258437615099939,0.004554973681403461,-0.09319254626994988,-0.029832297762117956,0.001970285171483028,-0.03084333618264189,Chapman,"The Odysseys of Homer, by Homer
","400, ch 6"
400,7,0.15173367172923077,0.0410781132548999,0.10867270500040342,-0.01500543880694545,-0.04984211587660747,-0.06664436526789377,-0.09787319326009641,-0.09305872329639325,0.03186261742697316,-0.1188139584683578,Chapman,"The Odysseys of Homer, by Homer
","400, ch 7"
400,8,0.15408225030294873,0.020334286118471226,0.02451807622580309,0.006666501903736498,-0.02713501189760163,0.007948588502385522,-0.05792303319748935,-0.035918256057796194,0.01760208566655162,0.024695977322866575,Chapman,"The Odysseys of Homer, by Homer
","400, ch 8"
400,9,0.1685653851841328,-0.0012618671463624446,-0.002544504121044117,0.016357072344865782,-0.025961236564848517,0.009632203760851972,-0.05669848652012755,-0.046669306423960825,-0.014591458892680362,0.027601141798174644,Chapman,"The Odysseys of Homer, by Homer
","400, ch 9"
400,10,0.1602341854750422,0.016909898239531283,0.016007771058011183,-0.03035855858990918,-0.01368594942332557,0.0009327789541251842,-0.03706178090215016,-0.06830645071830709,-0.02076620955161287,-0.020830157577674195,Chapman,"The Odysseys of Homer, by Homer
","400, ch 10"
400,11,0.17493287624202863,0.011339088821716496,0.00034986976010345505,-0.030919227965363397,-0.01396276214856705,0.034642274805262205,-0.018280424932763325,-0.059227726411116274,-0.009898053318827513,-0.00362993792953309,Chapman,"The Odysseys of Homer, by Homer
","400, ch 11"
400,12,0.14771240420826753,-0.023163720317076877,-0.016133386799833716,-0.0014713481410826854,-0.0004848800999810915,-0.0018603023337603341,0.015891707139720185,-0.0257660622241806,-0.006276156338102053,0.007712333380761303,Chapman,"The Odysseys of Homer, by Homer
","400, ch 12"
400,13,0.16798441607943765,-0.0013023657894213406,0.028911906387344866,-0.011976514688813474,-0.04599998882675883,-0.0036972349774204586,-0.06862342283845367,-0.06855781146585789,-0.0008421672333210103,-0.0438892016580996,Chapman,"The Odysseys of Homer, by Homer
","400, ch 13"
400,14,0.1737805199187368,0.040167345022803,-0.009401552991213443,-0.03690487921490873,-0.017872533496127264,-0.010625699339645654,-0.11659010894583573,-0.12805660273219774,-0.010027517584691377,-0.04195572778507328,Chapman,"The Odysseys of Homer, by Homer
","400, ch 14"
400,15,0.17832192089343243,0.044028352033930046,0.031067365389001327,-0.06132222414293342,0.012000323636752332,0.021504679521639408,-0.0737966201958673,-0.15314990757629152,-0.011346263748952472,-0.03630301241933815,Chapman,"The Odysseys of Homer, by Homer
","400, ch 15"
400,16,0.1782420532028353,0.03925271956083722,-0.10354008782397946,-0.04782199309266524,-0.0739854463041037,-0.08418659469407085,-0.10446096073739869,-0.10666447266046819,-0.04063169509009928,0.0016630372125485669,Chapman,"The Odysseys of Homer, by Homer
","400, ch 16"
400,17,0.1607369191741552,0.02464047643587054,-0.05569604015936105,-0.00970228362547457,0.01268931394939144,0.0012762553756450468,-0.03525356143508223,-0.09909703344934172,0.014908102040362898,-0.03718918539482169,Chapman,"The Odysseys of Homer, by Homer
","400, ch 17"
400,18,0.15473715577988625,0.005772402778254114,-0.04247007286305654,-0.020324946893790993,0.012613893768989758,-0.01441589004820577,-0.052927763339298925,-0.018132621759698996,0.006150902781495344,0.04267465123868428,Chapman,"The Odysseys of Homer, by Homer
","400, ch 18"
400,19,0.1539533228583582,0.018216542754327776,-0.01750268670807033,-0.011328775958643785,0.01789058431206932,-0.01933275491843065,-0.03667673635441263,-0.03934533118677637,-0.03665947840516625,-0.048296628847457515,Chapman,"The Odysseys of Homer, by Homer
","400, ch 19"
400,20,0.1915054631855022,0.002818546921956742,-0.05812650648697567,0.009198395790057833,-0.001597000066384404,-0.01901341084184102,0.014819852331095416,-0.029021384604341924,-0.01887179235362728,-0.00800165699433394,Chapman,"The Odysseys of Homer, by Homer
","400, ch 20"
